family,pair,expert_a,expert_a_acc,expert_b,expert_b_acc,approximate_oracle_union,gain_over_best_single,note
R,attention_v2+joint,attention_v2,0.49166667461395264,joint,0.5444444318612417,0.7684259231498949,0.2239814912886532,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,attention_v2+joint_co,attention_v2,0.49166667461395264,joint_co,0.5638888974984487,0.7783101930276111,0.21442129552916234,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,attention_v2+joint_co_d3,attention_v2,0.49166667461395264,joint_co_d3,0.6416666706403097,0.8178472270899348,0.17618055644962516,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,attention_v2+mlp,attention_v2,0.49166667461395264,mlp,0.5749999980131785,0.7839583357009623,0.20895833768778382,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,graph+joint,graph,0.6555555462837219,joint,0.5444444318612417,0.8430864111950367,0.18753086491131477,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,graph+joint_co,graph,0.6555555462837219,joint_co,0.5638888974984487,0.8497839495392494,0.19422840325552748,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,graph+joint_co_d3,graph,0.6555555462837219,joint_co_d3,0.6416666706403097,0.8765740721203663,0.22101852583664439,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,graph+mlp,graph,0.6555555462837219,mlp,0.5749999980131785,0.8536111064862322,0.19805556020251025,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,joint+joint_co,joint,0.5444444318612417,joint_co,0.5638888974984487,0.8013271589282855,0.23743826142983682,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,joint+joint_co_d3,joint,0.5444444318612417,joint_co_d3,0.6416666706403097,0.8367592565604935,0.19509258592018386,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,joint+mlp,joint,0.5444444318612417,mlp,0.5749999980131785,0.8063888826359201,0.23138888462274165,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,joint_co+joint_co_d3,joint_co,0.5638888974984487,joint_co_d3,0.6416666706403097,0.843726856669894,0.2020601860295843,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,joint_co+mlp,joint_co,0.5638888974984487,mlp,0.5749999980131785,0.8146527805703658,0.23965278255718736,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
R,joint_co_d3+mlp,joint_co_d3,0.6416666706403097,mlp,0.5749999980131785,0.8477083343101872,0.20604166366987753,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention+attention_v2,attention,0.5083333452542623,attention_v2,0.8972222010294596,0.9494675833980245,0.05224538236856491,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention+graph,attention,0.5083333452542623,graph,0.524999996026357,0.7664583370420669,0.24145834101570984,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention+joint,attention,0.5083333452542623,joint,0.9638888835906982,0.9822453681959047,0.018356484605206447,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention+joint_co,attention,0.5083333452542623,joint_co,0.9722222288449606,0.9863425961799092,0.014120367334948591,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention+joint_co_d3,attention,0.5083333452542623,joint_co_d3,0.9833333492279053,0.9918055635690687,0.008472214341163409,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention+mlp,attention,0.5083333452542623,mlp,0.49166665474573773,0.7500694446431269,0.24173609938886453,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention_v2+graph,attention_v2,0.8972222010294596,graph,0.524999996026357,0.951180545080591,0.053958344051131424,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention_v2+joint,attention_v2,0.8972222010294596,joint,0.9638888835906982,0.996288578937083,0.03239969534638476,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention_v2+joint_co,attention_v2,0.8972222010294596,joint_co,0.9722222288449606,0.9971450618203777,0.024922832975417086,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention_v2+joint_co_d3,attention_v2,0.8972222010294596,joint_co_d3,0.9833333492279053,0.9982870383174335,0.01495368908952821,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,attention_v2+mlp,attention_v2,0.8972222010294596,mlp,0.49166665474573773,0.9477546176314351,0.050532416601975494,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,graph+joint,graph,0.524999996026357,joint,0.9638888835906982,0.982847219562089,0.01895833597139074,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,graph+joint_co,graph,0.524999996026357,joint_co,0.9722222288449606,0.9868055585909773,0.014583329746016727,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,graph+joint_co_d3,graph,0.524999996026357,joint_co_d3,0.9833333492279053,0.9920833408170276,0.008749991589122375,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,graph+mlp,graph,0.524999996026357,mlp,0.49166665474573773,0.7585416589842903,0.23354166295793322,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,joint+joint_co,joint,0.9638888835906982,joint_co,0.9722222288449606,0.9989969136722294,0.026774684827268858,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,joint+joint_co_d3,joint,0.9638888835906982,joint_co_d3,0.9833333492279053,0.9993981486338157,0.016064799405910435,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,joint+mlp,joint,0.9638888835906982,mlp,0.49166665474573773,0.9816435153947936,0.01775463180409531,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,joint_co+joint_co_d3,joint_co,0.9722222288449606,joint_co_d3,0.9833333492279053,0.9995370375889318,0.01620368836102648,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,joint_co+mlp,joint_co,0.9722222288449606,mlp,0.49166665474573773,0.9858796326650514,0.013657403820090841,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
C,joint_co_d3+mlp,joint_co_d3,0.9833333492279053,mlp,0.49166665474573773,0.9915277856588366,0.008194436430931318,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention+attention_v2,attention,0.6500000059604645,attention_v2,0.7555555701255798,0.9144444510009553,0.15888888087537545,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention+graph,attention,0.6500000059604645,graph,0.7305555542310079,0.9056944455868668,0.17513889135585892,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention+joint,attention,0.6500000059604645,joint,0.7444444298744202,0.910555551979277,0.1661111221048568,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention+joint_co,attention,0.6500000059604645,joint_co,0.7416666547457377,0.9095833307007949,0.16791667595505722,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention+joint_co_d3,attention,0.6500000059604645,joint_co_d3,0.7083333532015482,0.8979166753590105,0.18958332215746232,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention+mlp,attention,0.6500000059604645,mlp,0.7222222089767456,0.9027777747975456,0.1805555658208,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention_v2+graph,attention_v2,0.7555555701255798,graph,0.7305555542310079,0.9341358060711696,0.1785802359455898,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention_v2+joint,attention_v2,0.7555555701255798,joint,0.7444444298744202,0.9375308643594202,0.1819752942338404,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention_v2+joint_co,attention_v2,0.7555555701255798,joint_co,0.7416666547457377,0.9368518527017701,0.18129628257619024,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention_v2+joint_co_d3,attention_v2,0.7555555701255798,joint_co_d3,0.7083333532015482,0.9287037128099686,0.17314814268438872,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,attention_v2+mlp,attention_v2,0.7555555701255798,mlp,0.7222222089767456,0.9320987662415448,0.17654319611596492,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,graph+joint,graph,0.7305555542310079,joint,0.7444444298744202,0.9311419710443344,0.18669754116991422,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,graph+joint_co,graph,0.7305555542310079,joint_co,0.7416666547457377,0.9303935149643157,0.18872686021857799,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,graph+joint_co_d3,graph,0.7305555542310079,joint_co_d3,0.7083333532015482,0.9214120420040908,0.19085648777308284,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,graph+mlp,graph,0.7305555542310079,mlp,0.7222222089767456,0.9251543170508043,0.19459876281979638,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,joint+joint_co,joint,0.7444444298744202,joint_co,0.7416666547457377,0.9339814746710987,0.18953704479667854,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,joint+joint_co_d3,joint,0.7444444298744202,joint_co_d3,0.7083333532015482,0.9254629637908055,0.18101853391638534,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,joint+mlp,joint,0.7444444298744202,mlp,0.7222222089767456,0.929012338246828,0.18456790837240789,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,joint_co+joint_co_d3,joint_co,0.7416666547457377,joint_co_d3,0.7083333532015482,0.9246527794334626,0.1829861246877249,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,joint_co+mlp,joint_co,0.7416666547457377,mlp,0.7222222089767456,0.9282407340076233,0.18657407926188563,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FR,joint_co_d3+mlp,joint_co_d3,0.7083333532015482,mlp,0.7222222089767456,0.9189814831371663,0.19675927416042072,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention+attention_v2,attention,0.49166666467984516,attention_v2,0.4999999900658925,0.7458333272900846,0.24583333722419204,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention+graph,attention,0.49166666467984516,graph,0.5722222228844961,0.782546295783034,0.21032407289853794,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention+joint,attention,0.49166666467984516,joint,0.5083333452542623,0.7500694495273961,0.24173610427313375,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention+joint_co,attention,0.49166666467984516,joint_co,0.522222230831782,0.7571296330568966,0.23490740222511464,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention+joint_co_d3,attention,0.49166666467984516,joint_co_d3,0.6027777791023254,0.7980787035878057,0.1953009244854803,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention+mlp,attention,0.49166666467984516,mlp,0.48888887961705524,0.7401851794565164,0.24851851477667125,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention_v2+graph,attention_v2,0.4999999900658925,graph,0.5722222228844961,0.7861111071926576,0.21388888430816155,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention_v2+joint,attention_v2,0.4999999900658925,joint,0.5083333452542623,0.7541666677428618,0.24583332248859946,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention_v2+joint_co,attention_v2,0.4999999900658925,joint_co,0.522222230831782,0.7611111106695952,0.23888887983781326,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention_v2+joint_co_d3,attention_v2,0.4999999900658925,joint_co_d3,0.6027777791023254,0.8013888856051145,0.19861110650278901,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,attention_v2+mlp,attention_v2,0.4999999900658925,mlp,0.48888887961705524,0.7444444347310948,0.24444444466520227,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,graph+joint,graph,0.5722222228844961,joint,0.5083333452542623,0.7896759313510524,0.21745370846655632,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,graph+joint_co,graph,0.5722222228844961,joint_co,0.522222230831782,0.7956172879500154,0.22339506506551932,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,graph+joint_co_d3,graph,0.5722222228844961,joint_co_d3,0.6027777791023254,0.8300771613235092,0.22729938222118373,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,graph+mlp,graph,0.5722222228844961,mlp,0.48888887961705524,0.7813580210635691,0.20913579817907302,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,joint+joint_co,joint,0.5083333452542623,joint_co,0.522222230831782,0.765092602521181,0.24287037168939907,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,joint+joint_co_d3,joint,0.5083333452542623,joint_co_d3,0.6027777791023254,0.804699079460568,0.20192130035824252,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,joint+mlp,joint,0.5083333452542623,mlp,0.48888887961705524,0.7487037052379715,0.24037035998370915,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,joint_co+joint_co_d3,joint_co,0.522222230831782,joint_co_d3,0.6027777791023254,0.8102160534354639,0.20743827433313844,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,joint_co+mlp,joint_co,0.522222230831782,mlp,0.48888887961705524,0.7558024691063681,0.23358023827458607,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
RC,joint_co_d3+mlp,joint_co_d3,0.6027777791023254,mlp,0.48888887961705524,0.796975305635988,0.1941975265336625,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention+attention_v2,attention,0.6583333412806193,attention_v2,0.7444444497426351,0.9126851890263734,0.16824073928373828,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention+graph,attention,0.6583333412806193,graph,0.9805555542310079,0.9933564811834583,0.012800926952450387,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention+joint,attention,0.6583333412806193,joint,0.9888888994852701,0.996203707412437,0.0073148079271668776,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention+joint_co,attention,0.6583333412806193,joint_co,0.9972222248713175,0.9990509268531093,0.0018287019817917471,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention+joint_co_d3,attention,0.6583333412806193,joint_co_d3,0.9805555542310079,0.9933564811834583,0.012800926952450387,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention+mlp,attention,0.6583333412806193,mlp,1.0,1.0,0.0,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention_v2+graph,attention_v2,0.7444444497426351,graph,0.9805555542310079,0.9950308639620558,0.014475309731047825,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention_v2+joint,attention_v2,0.7444444497426351,joint,0.9888888994852701,0.9971604965939933,0.008271597108723161,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention_v2+joint_co,attention_v2,0.7444444497426351,joint_co,0.9972222248713175,0.9992901241484983,0.0020678992771807625,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention_v2+joint_co_d3,attention_v2,0.7444444497426351,joint_co_d3,0.9805555542310079,0.9950308639620558,0.014475309731047825,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,attention_v2+mlp,attention_v2,0.7444444497426351,mlp,1.0,1.0,0.0,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,graph+joint,graph,0.9805555542310079,joint,0.9888888994852701,0.9997839508086075,0.010895051323337346,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,graph+joint_co,graph,0.9805555542310079,joint_co,0.9972222248713175,0.9999459877021519,0.0027237628308344197,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,graph+joint_co_d3,graph,0.9805555542310079,joint_co_d3,0.9805555542310079,0.9996219135287367,0.01906635929772882,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,graph+mlp,graph,0.9805555542310079,mlp,1.0,1.0,0.0,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,joint+joint_co,joint,0.9888888994852701,joint_co,0.9972222248713175,0.9999691358613378,0.002746910990020335,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,joint+joint_co_d3,joint,0.9888888994852701,joint_co_d3,0.9805555542310079,0.9997839508086075,0.010895051323337346,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,joint+mlp,joint,0.9888888994852701,mlp,1.0,1.0,0.0,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,joint_co+joint_co_d3,joint_co,0.9972222248713175,joint_co_d3,0.9805555542310079,0.9999459877021519,0.0027237628308344197,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,joint_co+mlp,joint_co,0.9972222248713175,mlp,1.0,1.0,0.0,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FC,joint_co_d3+mlp,joint_co_d3,0.9805555542310079,mlp,1.0,1.0,0.0,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention+attention_v2,attention,0.5388888915379842,attention_v2,0.6638888915379842,0.8450154342106831,0.1811265426726989,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention+graph,attention,0.5388888915379842,graph,0.7361111243565878,0.8783179080412712,0.14220678368468342,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention+joint,attention,0.5388888915379842,joint,0.7388888994852701,0.8795987710099161,0.14070987152464598,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention+joint_co,attention,0.5388888915379842,joint_co,0.7194444537162781,0.8706327210679466,0.15118826735166857,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention+joint_co_d3,attention,0.5388888915379842,joint_co_d3,0.7472222248713175,0.883441359915851,0.13621913504453353,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention+mlp,attention,0.5388888915379842,mlp,0.7583333452542623,0.8885648209518856,0.13023147569762328,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention_v2+graph,attention_v2,0.6638888915379842,graph,0.7361111243565878,0.9113040174966976,0.17519289314010988,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention_v2+joint,attention_v2,0.6638888915379842,joint,0.7388888994852701,0.9122376585742573,0.17334875908898717,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention_v2+joint_co,attention_v2,0.6638888915379842,joint_co,0.7194444537162781,0.9057021643534119,0.1862577106371338,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention_v2+joint_co_d3,attention_v2,0.6638888915379842,joint_co_d3,0.7472222248713175,0.9150385818069364,0.16781635693561892,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,attention_v2+mlp,attention_v2,0.6638888915379842,mlp,0.7583333452542623,0.9187731527951029,0.16043980754084053,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,graph+joint,graph,0.7361111243565878,joint,0.7388888994852701,0.9310956852671539,0.19220678578188377,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,graph+joint_co,graph,0.7361111243565878,joint_co,0.7194444537162781,0.9259645123356653,0.18985338797907758,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,graph+joint_co_d3,graph,0.7361111243565878,joint_co_d3,0.7472222248713175,0.9332947571336487,0.18607253226233123,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,graph+mlp,graph,0.7361111243565878,mlp,0.7583333452542623,0.9362268581986426,0.17789351294438027,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,joint+joint_co,joint,0.7388888994852701,joint_co,0.7194444537162781,0.9267438325543461,0.18785493306907597,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,joint+joint_co_d3,joint,0.7388888994852701,joint_co_d3,0.7472222248713175,0.9339969169504848,0.1867746920791673,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,joint+mlp,joint,0.7388888994852701,mlp,0.7583333452542623,0.9368981538216272,0.1785648085673649,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,joint_co+joint_co_d3,joint_co,0.7194444537162781,joint_co_d3,0.7472222248713175,0.9290817932103886,0.18185956833907113,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,joint_co+mlp,joint_co,0.7194444537162781,mlp,0.7583333452542623,0.93219907965925,0.17386573440498765,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
FRC,joint_co_d3+mlp,joint_co_d3,0.7472222248713175,mlp,0.7583333452542623,0.938912040690581,0.18057869543631866,Approximate (independence assumption for binary classification); exact requires predictions.npy per architecture.
